#KEY	Filter on data 192: Filtered BAM	Filter on data 184: Filtered BAM	Filter on data 182: Filtered BAM	Filter on data 194: Filtered BAM	Filter on data 188: Filtered BAM	Filter on data 196: Filtered BAM	Filter on data 190: Filtered BAM	Filter on data 186: Filtered BAM
TU720	671	548	866	475	521	763	515	414
TU721	71	82	86	42	65	66	82	62
TU722	15	25	19	8	15	14	17	6
TU723	412	256	434	389	507	186	202	257
TU724	60	77	54	216	329	56	30	88
TU725	9068	5965	2742	13265	25630	4796	5481	9723
TU726	2893	2342	2901	2089	2212	2116	2131	1722
TU727	36	49	20	58	104	109	38	47
TU728	145	122	90	191	287	82	80	201
TU729	9	13	28	6	23	13	6	11
TU73	1340	1013	1197	1202	1364	733	1022	845
TU730	2721	2518	3368	3076	3567	2115	2606	2047
TU731	35	26	29	47	48	23	28	37
TU732	23	17	28	29	35	17	11	12
TU733	960	835	1095	1104	1114	671	567	553
TU734	60	96	109	66	95	63	57	48
TU735	102	117	149	99	106	154	100	65
TU736	28	40	37	23	49	57	15	12
TU737	434	397	432	402	499	405	423	381
TU738	47	67	75	39	51	85	44	38
TU739	10	13	18	9	13	16	18	13
TU74	118	84	113	114	117	66	104	55
TU740	0	0	4	0	0	0	0	0
TU741	1188	1059	1341	1099	1206	1110	1083	835
TU742	825	820	889	765	863	802	704	609
TU743	12	9	13	8	10	11	20	12
TU744	262	327	355	145	165	422	427	332
TU745	43	43	63	54	101	53	51	65
TU746	208	172	169	157	172	140	172	126
TU747	0	1	1	0	0	0	0	0
TU748	1470	1382	1981	1437	1734	1301	1095	1102
TU749	223	230	279	241	224	245	189	151
TU75	401	477	476	358	443	476	277	280
TU750	3077	2936	3268	2565	3066	3335	3332	2694
TU751	160	95	166	122	157	111	155	150
TU752	1472	1445	1159	1164	1392	944	1447	1331
TU753	86	53	64	39	67	28	30	38
TU754	1059	901	1084	1295	1768	724	816	830
TU755	469	418	505	429	437	269	292	256
TU756	3048	1942	2989	2568	3027	1758	2032	1617
TU757	2402	2149	2663	2584	2946	2086	1828	1453
TU758	116	113	130	126	135	89	107	65
TU759	47	26	23	21	18	57	28	44
TU76	4	5	14	10	11	6	5	4
TU760	55	42	56	46	62	41	34	44
TU761	110	104	100	88	117	67	85	69
TU762	108	81	128	75	77	81	70	59
TU763	2234	1646	1721	2552	3153	1444	1292	1610
TU764	176	150	154	86	91	151	242	162
TU765	7	10	18	5	9	12	10	4
TU766	465	380	554	419	421	272	306	208
TU767	162	132	175	172	166	177	94	105
TU768	103	146	154	58	72	220	114	96
TU769	823	633	862	839	950	523	337	400
TU77	532	492	597	502	594	457	422	378
TU770	710	563	717	639	812	655	495	488
TU771	2358	1853	2652	1992	2277	1677	1572	1481
TU772	197	168	217	215	189	132	96	134
TU773	121	113	138	145	139	89	49	50
TU774	1580	1282	1783	1679	1764	1159	1782	1449
TU775	98	73	87	82	110	59	84	85
TU776	136	108	157	98	156	109	74	70
TU777	666	341	545	442	646	222	361	333
TU778	86	53	76	112	116	58	56	55
TU779	86	80	109	88	101	87	85	55
TU78	1231	1593	1591	1342	1443	2151	1256	1075
TU780	1162	1053	1226	1225	1425	745	661	728
TU781	309	204	238	168	261	240	258	239
TU782	45	17	48	38	38	32	33	20
TU783	111	89	149	188	185	86	39	40
TU784	2071	1634	1981	1992	2473	1240	1294	1065
TU785	74	58	55	60	41	27	43	28
TU786	2845	2184	2847	2725	3082	1936	1921	1778
TU787	68	45	69	43	56	41	41	44
TU788	22	24	15	6	19	15	13	18
TU789	1	2	0	1	2	6	1	2
TU79	12	17	6	7	4	5	12	6
TU790	694	653	762	711	815	520	524	531
TU791	1561	1569	1540	1832	1836	2117	2251	1989
TU792	270	119	197	185	206	84	162	145
TU793	1634	1358	1872	1840	2250	1355	1100	1045
TU794	61	60	93	63	62	119	92	76
TU795	308	319	301	291	390	263	330	271
TU796	29	9	13	15	34	4	33	6
TU797	43	45	61	21	47	61	50	35
TU798	52	61	98	32	29	48	56	76
TU799	7	4	3	5	6	0	0	0
TU8	3854	4331	3700	4032	3756	3153	2974	2529
TU80	1144	854	1080	982	1276	711	680	551
TU800	867	763	991	644	832	586	702	588
TU8001	27	34	42	18	41	52	33	25
TU8002	833	742	989	717	913	597	657	588
TU8003	34	29	15	15	21	11	16	11
TU8004	395	348	445	369	412	221	294	246
TU8005	831	709	792	726	856	886	747	565
TU8006	229	141	236	172	272	107	214	140
TU8007	15	30	28	26	47	17	20	9
TU8008	681	586	776	613	631	560	557	489
TU8009	444	429	584	388	442	284	332	273
TU801	24	27	18	25	12	23	17	9
TU8010	127	84	146	129	177	67	105	73
TU8011	414	187	338	189	267	159	229	153
TU8012	757	584	872	593	734	612	695	657
TU8013	48	52	101	50	45	62	65	45
TU8014	209	166	182	210	293	114	168	106
TU8015	20	7	9	9	17	9	11	8
TU8016	94	70	108	186	208	106	104	90
TU8017	353	219	431	404	596	148	257	238
TU8018	53	45	62	34	55	63	32	42
TU8019	943	610	1024	1092	676	423	308	243
TU802	49	39	64	70	91	30	42	31
TU8020	214	182	268	261	231	380	462	382
TU8021	10	16	28	10	35	10	7	9
TU8022	6	9	16	7	15	8	12	5
TU8023	726	552	764	620	726	481	577	476
TU8024	27	37	78	32	46	45	42	29
TU8025	69	50	67	44	116	39	50	34
TU8026	84	54	75	62	52	65	51	43
TU8027	46	40	28	36	38	16	35	29
TU8028	1041	734	1199	1017	1276	613	618	534
TU8029	84	56	83	46	81	82	57	67
TU803	58	46	53	31	20	50	51	23
TU8030	51	54	44	28	39	39	31	25
TU8031	2046	1567	2011	1338	1572	1476	1819	1308
TU8032	95	111	125	61	74	83	71	66
TU8033	48	60	62	40	39	52	38	40
TU8034	47	65	70	52	60	62	50	46
TU8035	45	44	45	55	51	28	57	47
TU8036	6233	4151	5913	4372	5932	3714	4550	3716
TU8037	44	42	38	20	23	44	45	26
TU8038	14	18	19	16	32	16	12	10
TU8039	98	148	169	81	111	153	114	71
TU804	53	94	66	39	28	124	63	46
TU8040	71	55	44	55	54	34	35	36
TU8041	1	2	0	3	0	0	4	1
TU8042	282	213	284	239	340	146	174	178
TU8043	333	280	319	294	348	288	254	202
TU8044	10	1	5	1	12	1	2	2
TU8045	94	83	133	66	93	122	92	79
TU8046	64	39	61	34	58	26	48	37
TU805	2742	2243	3025	2789	3261	1750	1585	1569
TU806	410	283	442	382	446	351	454	352
TU807	10358	9431	11178	9908	10628	11884	8354	6241
TU808	216	185	221	160	230	163	154	158
TU809	55	22	40	75	55	36	28	26
TU81	0	5	2	4	2	4	2	1
TU810	509	377	495	523	706	289	379	258
TU811	1742	1641	2319	1409	1774	1637	1464	1280
TU812	56	13	41	51	55	18	22	15
TU813	15	24	19	17	39	26	20	8
TU814	834	825	740	863	1082	576	634	680
TU815	46	25	45	25	29	13	19	34
TU816	28	28	20	17	11	28	21	11
TU817	676	441	887	803	716	660	491	437
TU818	1	4	4	2	0	5	6	3
TU819	9685	7826	10788	9928	11760	5311	6404	5498
TU82	68	96	100	53	67	139	42	45
TU820	157	125	115	75	123	87	119	142
TU821	59	55	101	49	60	98	64	53
TU822	1852	1466	2340	1067	1486	1452	1433	1493
TU823	6119	4814	5981	5097	6106	3897	3236	3598
TU824	384	216	333	271	348	272	348	301
TU825	192	168	185	164	205	166	211	166
TU826	25	42	41	27	48	31	29	27
TU827	158	131	178	133	146	121	88	97
TU828	1225	918	1241	790	924	983	982	749
TU829	487	483	400	334	438	456	345	294
TU83	768	803	743	566	638	689	793	731
TU830	4237	2885	3855	4144	4737	2746	2934	2621
TU831	38	41	37	39	30	29	38	42
TU832	265	249	283	134	226	216	244	242
TU833	12759	12167	11880	14479	16401	10797	10000	9008
TU834	31	37	29	42	30	21	30	38
TU835	2368	1912	2396	1807	2186	1474	2256	2072
TU836	4105	4030	4061	5574	5858	2796	3570	2783
TU837	26695	24634	25560	28833	35103	13588	13486	11996
TU838	215	188	263	165	205	181	183	175
TU839	28	35	17	24	25	17	20	14
TU84	4708	3918	5239	4772	5764	3079	3836	3331
TU840	279	233	213	183	209	297	268	202
TU841	28	18	27	24	20	19	28	19
TU842	29	34	55	38	35	54	43	38
TU843	550	374	487	288	259	627	453	363
TU844	8	3	5	1	2	0	7	3
TU845	178	107	227	149	173	79	126	115
TU846	68	95	135	70	95	121	82	62
TU847	406	375	560	288	295	566	354	305
TU848	4676	3490	6215	4952	5049	2282	2914	2549
TU849	228	134	248	257	243	133	73	115
TU85	86	88	73	64	78	59	56	49
TU850	484	732	731	415	440	623	495	388
TU851	178	223	162	122	164	210	115	98
TU852	172	150	136	142	188	118	70	83
TU853	393	321	323	226	250	264	251	191
TU854	996	740	1083	1002	1236	540	628	679
TU855	367	330	373	312	417	206	272	257
TU856	59	53	61	45	58	50	50	47
TU857	306	315	351	260	346	240	205	235
TU858	1486	1825	1702	1319	1383	1700	1188	937
TU859	77	55	77	69	102	41	71	67
TU86	120	94	120	119	111	53	58	37
TU860	211	168	199	187	206	121	142	137
TU861	161	112	151	142	177	59	88	85
TU862	2	4	3	6	7	6	7	3
TU863	2	7	5	4	2	9	16	10
TU864	10	4	3	5	9	2	7	5
TU865	19621	19137	21878	19496	20442	18391	14851	12271
TU866	2539	1464	2894	2323	3672	1258	2355	1711
TU867	2333	1980	2562	2458	2753	1849	2399	1968
TU868	78	79	82	72	79	96	68	64
TU869	118	102	135	92	111	118	110	90
TU87	18502	16972	19944	18242	18326	2617	2359	1898
TU870	130	123	161	81	125	150	100	80
TU871	50	38	51	40	41	64	26	37
TU872	116	167	193	66	89	432	170	105
TU873	330	239	425	262	360	143	233	204
TU874	137	144	169	129	130	132	115	81
TU875	67	70	87	45	43	79	47	42
TU876	136	120	158	122	137	141	135	140
TU877	118	159	176	104	115	168	95	80
TU878	12	8	18	9	11	4	5	9
TU879	570	613	549	410	438	672	806	714
TU88	1033	1159	1594	869	833	70	56	38
TU880	4	3	24	4	11	3	2	1
TU881	2038	1587	2312	2180	2660	1497	1495	1464
TU882	21	26	53	15	40	34	33	23
TU883	211	184	204	162	192	103	214	137
TU884	265	224	297	227	244	162	190	131
TU885	216	213	198	179	191	237	142	167
TU886	4854	2998	3773	3754	4525	2348	3809	3416
TU887	14	4	10	4	3	8	7	1
TU888	920	976	953	610	777	1287	1147	1020
TU889	411	437	534	402	564	390	263	313
TU89	141	121	125	144	160	8	27	24
TU890	23	25	58	34	23	34	14	28
TU891	973	824	838	1427	2484	644	616	699
TU892	182	173	221	148	163	229	185	158
TU893	2889	2509	3304	3027	3705	2485	2678	2477
TU894	103	129	158	92	83	173	85	75
TU895	22	7	34	52	37	9	7	5
TU896	404	438	463	344	402	352	287	219
TU897	81	42	89	34	48	55	51	42
TU898	34	26	38	33	54	17	16	20
TU899	272	218	272	186	235	167	161	154
TU9	2018	2211	2147	2239	2784	1744	1626	1534
TU90	2199	2051	2290	2251	2682	2104	2005	1635
TU900	25	23	33	16	32	21	22	12
TU901	44	49	40	41	63	35	31	25
TU902	53	29	58	39	74	36	34	37
TU903	756	534	768	668	946	329	489	443
TU904	49	43	50	33	46	30	18	12
TU905	36945	29172	42973	55609	72808	37919	48070	44539
TU906	356	301	369	219	313	265	304	263
TU907	604	495	728	699	825	524	461	432
TU908	9589	8463	11010	8183	7418	5737	6732	5505
TU909	615	408	681	631	750	351	402	364
TU91	32	20	34	28	42	26	36	41
TU910	89	74	121	83	97	80	126	104
TU911	636	522	578	541	605	614	449	402
TU912	73	44	63	94	76	20	17	21
TU913	253	238	203	150	235	239	158	192
TU914	568	619	673	595	665	519	422	367
TU915	640	514	698	644	730	518	474	499
TU916	17	21	26	5	16	18	14	17
TU917	107	76	122	112	130	72	126	94
TU918	205	174	244	169	234	222	157	117
TU919	9405	7073	10863	9567	10419	6945	8409	9168
TU92	185	165	204	182	183	165	122	85
TU920	536	488	563	472	492	395	371	360
TU921	63	47	68	73	77	26	43	31
TU922	154	148	174	131	129	115	128	80
TU923	112	65	112	69	110	56	53	52
TU924	7002	6233	6337	7124	9781	5087	4833	4698
TU925	181	122	161	112	122	57	137	114
TU926	1225	922	1268	966	1090	732	815	834
TU927	66	55	49	36	50	55	19	15
TU928	281	174	299	309	289	101	217	138
TU929	142	182	204	120	148	113	120	97
TU93	746	541	726	832	880	422	564	482
TU930	736	812	777	561	741	701	510	486
TU931	20073	17163	25863	22605	28905	11348	11673	10876
TU932	846	915	1099	483	596	1103	1080	991
TU933	80	79	96	46	56	142	85	62
TU934	3367	3832	3718	2342	2477	3682	2280	1890
TU935	36	7	34	24	20	19	18	25
TU936	456	387	500	494	506	451	398	351
TU937	50	28	31	74	59	20	17	13
TU938	866	768	921	800	902	626	740	622
TU939	61	42	59	48	96	17	38	35
TU94	13	6	6	16	30	5	6	15
TU940	1503	813	1190	1049	1324	459	810	784
TU941	651	536	597	608	709	413	366	390
TU942	149	145	209	147	207	115	96	82
TU943	51	52	99	59	37	30	57	56
TU944	665	522	803	577	829	570	514	554
TU945	66	32	38	48	53	22	48	49
TU946	913	789	860	947	1079	993	951	825
TU947	41	19	39	61	89	16	9	16
TU948	982	891	1097	1152	1289	1112	748	633
TU949	3845	3091	4640	4932	4331	3322	2967	2393
TU95	453	431	536	465	587	545	408	406
TU950	14	5	18	11	7	1	3	3
TU951	26931	21444	27076	31716	30818	18853	19339	16604
TU952	303	224	359	166	248	212	238	260
TU953	216	178	208	189	267	152	146	110
TU954	470	335	405	293	371	408	346	318
TU955	281	259	389	256	247	325	223	160
TU956	1	2	7	4	11	3	3	7
TU957	3831	2665	2467	3111	4929	1431	3721	3383
TU958	70084	109572	83370	100597	105240	95345	96237	72741
TU959	65764	84878	70780	85972	83323	99726	94630	72649
TU96	799	639	920	952	1179	517	509	399
TU960	68	90	72	42	38	100	67	48
TU961	282	190	270	264	292	210	172	163
TU962	199	227	230	223	314	245	204	198
TU963	3	6	6	11	13	12	12	7
TU964	936	623	817	662	718	426	610	520
TU965	902	723	939	817	891	664	753	575
TU966	1313	1008	1263	1175	1368	738	733	669
TU967	92	76	88	66	65	58	50	38
TU968	2271	2423	2390	2193	2846	1672	1237	1287
TU969	101	116	133	105	108	75	83	98
TU97	1103	824	1142	821	1087	614	639	496
TU970	1693	1761	1602	1219	1463	1749	1787	1568
TU971	39233	39755	40388	41660	46392	34798	38152	30188
TU972	124	141	124	96	139	165	77	89
TU973	291	189	266	268	301	132	191	161
TU974	1458	1322	1645	1649	1709	1537	1312	1170
TU975	7	5	12	8	14	1	4	3
TU976	47	52	25	29	28	35	29	26
TU977	10	12	15	10	23	11	2	17
TU978	547	492	512	393	487	605	479	372
TU979	22	19	20	23	38	20	21	19
TU98	2	6	4	3	15	1	3	4
TU980	46	46	29	26	56	9	42	24
TU981	62	64	100	44	63	28	46	43
TU982	1	0	0	1	2	3	0	1
TU983	26	18	27	9	15	16	11	14
TU984	398	326	375	309	342	222	288	282
TU985	23	30	46	35	39	7	20	14
TU986	3091	4259	3057	2401	2805	4154	2890	2586
TU987	529	744	366	386	536	437	380	382
TU988	27	37	72	26	27	25	22	19
TU989	635	555	645	512	566	461	540	404
TU99	78	68	95	51	90	55	90	80
TU990	90	97	88	63	69	73	63	49
TU991	172	228	207	169	226	202	145	113
TU992	673	547	866	504	599	624	503	498
TU993	50	59	56	41	46	100	68	48
TU994	396	303	367	376	410	265	271	264
TU995	838	809	792	850	1028	484	466	479
TU996	18	31	36	17	25	24	25	12
TU997	196	232	231	202	257	177	175	144
TU998	1432	1228	1614	1571	1739	1081	996	917
TU999	103	53	104	81	84	54	66	71
