#KEY	Filter on data 192: Filtered BAM	Filter on data 184: Filtered BAM	Filter on data 182: Filtered BAM	Filter on data 194: Filtered BAM	Filter on data 188: Filtered BAM	Filter on data 196: Filtered BAM	Filter on data 190: Filtered BAM	Filter on data 186: Filtered BAM
TU1554	2996	2579	3188	2697	3114	2574	1998	1983
TU1555	57	38	81	50	48	102	77	45
TU1556	270	183	346	237	352	299	345	318
TU1557	6200	5539	6296	1480	2109	9074	9321	6693
TU1558	75	61	66	58	96	91	57	46
TU1559	339	332	524	268	346	461	237	200
TU156	33180	29472	40164	37370	28956	30815	35116	27115
TU1560	40	42	34	38	34	28	27	19
TU1561	349	332	442	363	448	306	245	202
TU1562	566	390	673	645	698	513	644	640
TU1563	316	324	424	359	340	362	298	264
TU1564	29	33	48	21	24	23	44	31
TU1565	918	776	1081	589	819	852	948	635
TU1566	30	23	28	27	38	16	14	15
TU1567	2045	1941	2138	1851	2249	1722	2234	1592
TU1568	18	14	13	10	24	11	9	7
TU1569	939	806	1004	950	1042	742	679	632
TU157	26	18	22	24	38	12	11	21
TU1570	235	166	189	120	157	220	261	168
TU1571	381	345	453	388	501	297	348	278
TU1572	44	52	72	42	72	41	51	75
TU1573	1218	1117	1280	1405	1539	942	1043	990
TU1574	16	22	15	10	19	18	21	10
TU1575	1058	1100	1191	1120	1022	1110	1069	757
TU1576	24	25	21	20	24	31	15	19
TU1577	24	18	11	24	18	14	16	16
TU1578	978	1111	1046	847	949	739	700	601
TU1579	19	22	44	16	30	24	21	8
TU158	4436	3137	2343	2866	4169	3230	2698	2794
TU1580	14	22	30	4	14	24	21	14
TU1581	59	31	31	50	93	27	36	47
TU1582	2	1	0	1	3	2	2	1
TU1583	1304	984	1200	1168	1261	596	840	738
TU1584	58	53	83	48	55	30	33	27
TU1585	8499	9571	10708	7995	9698	7219	6478	5071
TU1586	271	190	284	143	205	317	271	165
TU1587	1474	1007	1494	903	1157	726	935	798
TU1588	58	51	53	68	69	34	37	53
TU1589	2	0	0	0	1	0	0	0
TU159	43	53	46	48	64	25	46	29
TU1590	2	7	18	7	5	14	0	1
TU1591	112	118	146	111	89	175	111	90
TU1592	1942	1894	2541	1861	2304	1611	1431	1151
TU1593	509	390	525	1032	1204	345	226	334
TU1594	0	0	0	0	0	0	0	0
TU1595	5	3	3	2	0	2	0	0
TU1596	332	387	410	341	616	472	442	365
TU1597	548	507	532	625	583	355	331	373
TU1598	1031	933	992	970	1166	554	645	537
TU1599	2990	3409	3164	3267	3346	2016	1757	1563
TU16	71	42	44	53	50	40	37	29
TU160	25	30	27	27	58	28	27	25
TU1600	109	80	88	90	105	68	71	63
TU1601	430	427	415	424	454	287	346	267
TU1602	1139	1063	1181	1192	1209	924	949	778
TU1603	63	73	99	48	58	83	67	40
TU1604	80	46	98	68	72	49	51	59
TU1605	31	21	42	33	31	13	47	42
TU1606	138	135	177	97	95	169	121	116
TU1607	882	850	1062	895	928	889	598	624
TU1608	906	932	1118	840	1042	872	765	565
TU1609	220	185	272	201	169	212	164	164
TU161	198	176	171	103	149	91	140	129
TU1610	1056	1015	1210	955	1068	1012	729	635
TU1611	719	554	696	721	849	456	411	386
TU1612	404	262	440	344	356	181	314	304
TU1613	316	260	289	250	301	153	221	180
TU1614	31	14	21	20	22	13	25	8
TU1615	67	92	87	70	79	67	58	74
TU1616	16	7	0	4	8	2	4	6
TU1617	0	0	6	3	3	12	1	1
TU1618	122	73	116	113	151	39	71	80
TU1619	9	10	9	2	9	2	8	1
TU162	2619	2532	2818	2390	2500	2659	2322	1891
TU1620	29	19	29	28	30	9	14	14
TU1621	113	69	100	76	87	44	42	29
TU1622	568	469	676	356	463	441	576	481
TU1623	1858	1921	2070	1897	1964	2167	1659	1614
TU1624	1190	985	1078	1095	1560	880	926	1046
TU1625	35	29	31	41	39	21	44	32
TU1626	3239	3071	3536	3072	3496	2121	2235	1855
TU1627	145	83	182	164	171	53	89	90
TU1628	1453	1285	1312	1504	1598	945	1152	989
TU1629	148	176	221	173	208	123	93	107
TU163	80	88	109	83	105	74	59	69
TU1630	5393	4635	6402	4853	5745	3501	3545	2729
TU1631	192	199	297	171	212	202	156	160
TU1632	2342	2288	2175	1869	2283	1535	1716	1609
TU1633	939	803	1002	1077	1220	675	769	634
TU1634	639	665	944	640	736	845	442	454
TU1635	922	800	968	750	881	1014	531	525
TU1636	25	27	30	17	20	12	14	14
TU1637	10	20	27	23	22	28	20	12
TU1638	1143	1017	1335	1138	1447	804	989	788
TU1639	210	171	254	188	200	192	115	86
TU164	148	89	138	110	133	106	94	73
TU1640	481	491	448	387	435	371	397	311
TU1641	1585	1276	1624	1363	1276	1208	1452	1159
TU1642	27361	23291	23564	20676	22888	19761	25602	19817
TU1643	1151	1114	1406	1131	1319	992	907	673
TU1644	331	362	364	311	318	261	210	213
TU1645	917	932	1121	873	1323	872	611	530
TU1646	15	11	17	10	21	10	9	4
TU1647	4542	2871	6652	5424	4365	5142	3483	2954
TU1648	78	75	97	56	57	68	40	44
TU1649	7020	5124	7296	8384	8399	3859	4497	4351
TU165	690	536	696	701	819	456	481	373
TU1650	659	569	705	557	780	525	364	475
TU1651	2424	2247	2878	2249	2587	1833	1864	1872
TU1652	116	114	93	90	106	99	90	93
TU1653	299	390	374	254	266	387	225	235
TU1654	472	484	481	354	436	359	319	314
TU1655	15	43	39	19	11	26	20	20
TU1656	12	8	12	8	14	2	9	6
TU1657	58	31	65	48	80	16	32	32
TU1658	33	25	34	25	54	21	14	21
TU1659	110	82	127	127	159	69	94	61
TU166	18828	18613	20225	17538	23343	17757	15424	13617
TU1660	1248	1032	1134	963	1165	976	865	683
TU1661	65	38	76	61	112	38	52	60
TU1662	91	55	89	79	112	56	80	58
TU1663	64	115	59	40	47	94	37	43
TU1664	1	3	8	4	8	2	2	4
TU1665	425	297	439	316	359	267	321	308
TU1666	4	6	4	7	9	8	7	7
TU1667	76	68	65	85	86	48	53	65
TU1668	50	38	39	26	59	37	44	24
TU1669	80	76	116	82	87	53	144	126
TU167	110	101	121	104	106	141	108	119
TU1670	50	42	19	44	30	18	28	20
TU1671	42	30	29	14	30	20	28	18
TU1672	2	0	3	4	1	0	3	0
TU1673	518	339	479	453	568	241	345	321
TU1674	202	154	202	178	200	180	236	182
TU1675	42	55	69	75	67	51	60	46
TU1676	119	73	144	99	141	87	79	120
TU1677	1374	1128	1398	1501	1689	1045	1083	936
TU1678	248	156	229	219	251	118	202	171
TU1679	227	176	251	174	141	140	181	190
TU168	604	625	625	506	481	567	751	525
TU1680	31	15	35	46	44	32	34	37
TU1681	4022	3885	4170	2546	2889	4529	3460	3000
TU1682	596	512	582	612	761	494	332	392
TU1683	562	464	792	745	725	724	387	321
TU1684	1348	1051	667	847	1510	379	393	528
TU1685	6	7	6	6	13	2	9	7
TU1686	632	579	784	746	690	749	481	393
TU1687	143	121	130	108	140	81	92	81
TU1688	703	464	896	494	743	301	500	600
TU1689	385	409	460	319	350	355	311	254
TU169	289	273	330	299	336	310	245	164
TU1690	323	273	384	406	450	324	375	339
TU1691	84	49	65	62	69	64	46	39
TU1692	109	91	91	93	161	73	51	47
TU1693	1202	731	330	1671	3432	710	629	1160
TU1694	226	184	303	191	277	183	157	139
TU1695	353	201	292	330	286	80	245	220
TU1696	0	0	0	0	0	0	0	0
TU1697	1418	1501	1449	1480	1488	1160	1187	1062
TU1698	191	139	269	140	177	136	88	104
TU1699	2023	1579	2576	3159	2850	1560	1361	1296
TU17	590	549	708	536	594	450	644	515
TU170	786	627	742	796	952	600	573	553
TU1700	93	83	126	84	79	99	67	56
TU1701	160	172	223	137	187	137	130	107
TU1702	313	208	274	260	277	144	241	183
TU1703	164	175	196	99	125	279	218	153
TU1704	258	231	330	216	237	258	236	172
TU1705	182	184	272	200	206	144	202	132
TU1706	346	403	461	337	409	389	286	255
TU1707	62	67	119	73	84	62	61	56
TU1708	61	81	98	69	91	58	48	63
TU1709	3772	3189	3606	4064	4907	2683	2537	2159
TU171	89	109	123	80	86	144	96	63
TU1710	160	96	195	55	108	76	89	120
TU1711	2464	2138	2828	2644	3227	1814	1625	1551
TU1712	60	49	62	49	43	88	76	63
TU1713	36	72	91	62	65	94	34	44
TU1714	1605	1601	1558	1539	1663	1775	1932	1658
TU1715	307074	494412	158751	78615	137883	676758	376626	290892
TU1716	36	40	51	48	45	25	52	28
TU1717	518	425	551	381	530	471	433	345
TU1718	673	508	805	649	802	552	385	354
TU1719	493	322	521	403	418	338	279	319
TU172	1000	732	1093	923	1255	570	646	582
TU1720	924	880	1135	861	987	766	664	707
TU1721	54	41	60	45	87	39	35	38
TU1722	29	18	15	23	32	13	12	14
TU1723	5413	5791	4596	3172	4051	4124	4046	3729
TU1724	89	61	89	30	60	56	55	55
TU1725	3525	3431	3937	3197	3900	2400	2139	2090
TU1726	111	67	122	117	109	62	104	84
TU1727	23959	24473	21146	26787	26461	16418	22380	19469
TU1728	138	167	213	126	133	130	125	116
TU1729	0	0	0	0	0	0	0	0
TU173	97	110	130	102	99	98	61	61
TU1730	68	39	56	35	60	14	24	43
TU1731	33	23	27	13	33	20	17	20
TU1732	87	66	117	96	92	51	39	60
TU1733	74	60	94	65	79	33	51	48
TU1734	1356	1204	1318	1384	1380	915	1089	884
TU1735	452	466	359	447	407	493	615	437
TU1736	175	129	169	91	150	119	146	131
TU1737	21415	25266	25927	12929	13545	22199	17128	13694
TU1738	113	88	175	96	179	73	37	37
TU1739	211	181	222	160	258	164	207	144
TU174	78	80	95	36	74	83	69	67
TU1740	1711	1084	2269	2367	2232	1228	1220	1130
TU1741	76	75	136	82	100	86	94	52
TU1742	1819	1344	1812	2002	2125	1067	1178	995
TU1743	13	27	34	18	15	14	22	18
TU1744	148	142	156	171	194	135	117	65
TU1745	45	47	69	36	60	50	35	32
TU1746	22	25	23	29	32	37	21	17
TU1747	65	42	68	55	50	65	35	51
TU1748	975	650	983	755	859	292	533	472
TU1749	3123	3078	3884	4149	3810	2517	2258	2080
TU175	34	41	29	15	20	36	23	19
TU1750	1848	1176	1529	1367	1602	784	1258	1063
TU1751	179	93	179	137	147	112	99	86
TU1752	2103	1598	2069	1757	2015	1454	1342	1280
TU1753	29	25	19	21	21	45	45	27
TU1754	174	208	195	170	252	164	140	92
TU1755	187	179	197	178	241	151	205	170
TU1756	274	192	371	298	330	164	248	176
TU1757	65	72	91	55	65	72	46	55
TU1758	17	10	6	9	27	6	11	6
TU1759	317	248	276	252	381	156	213	175
TU176	2252	1593	2137	1569	1817	1429	1675	1544
TU1760	1	1	0	0	0	0	0	0
TU1761	232	281	370	169	166	350	308	143
TU1762	4684	3067	5183	3952	4999	1862	1353	1774
TU1763	9161	6264	8696	7927	8350	5161	6059	5472
TU1764	275	243	372	316	368	193	284	262
TU1765	671	712	583	515	655	518	481	417
TU1766	147	122	167	107	174	104	178	177
TU1767	64	60	53	75	86	34	52	39
TU1768	31	19	26	26	32	16	30	19
TU1769	205	149	192	134	171	170	251	208
TU177	27	10	41	10	17	40	18	15
TU1770	69	37	73	62	67	34	33	47
TU1771	476	454	542	530	520	551	454	369
TU1772	9	25	26	24	18	9	13	24
TU1773	872	733	1060	1043	1138	856	693	601
TU1774	0	0	3	0	1	3	1	1
TU1775	749	1073	627	352	401	657	476	426
TU1776	2854	2302	3139	2598	2751	2030	2088	1710
TU1777	863	963	955	1077	1238	739	648	655
TU1778	3577	2707	2958	3305	3876	2039	1903	1741
TU1779	71	50	39	60	69	59	63	62
TU178	1506	985	1710	1630	2187	760	1264	1238
TU1780	32	31	27	29	58	31	27	16
TU1781	1045	923	1234	1112	1351	896	930	847
TU1782	298	174	247	249	298	138	149	155
TU1783	50	51	50	57	63	28	36	17
TU1784	83	60	70	81	60	21	78	82
TU1785	1	7	1	0	2	0	0	1
TU1786	531	416	540	507	463	322	352	345
TU1787	83	34	52	30	44	18	50	25
TU1788	744	597	814	764	740	449	624	523
TU1789	3	3	6	0	5	0	0	2
TU179	22	24	23	15	13	12	30	14
TU1790	357	383	414	371	441	370	280	259
TU1791	185	125	194	176	198	134	121	133
TU1792	84	105	130	125	148	117	66	62
TU1793	31	36	42	49	48	35	33	34
TU1794	271	219	265	199	263	205	170	136
TU1795	47	37	69	31	47	46	17	28
TU1796	79	94	164	108	118	76	60	59
TU1797	175	136	218	223	250	249	178	190
TU1798	496	393	558	467	656	391	324	312
TU1799	33	44	37	20	15	42	19	18
TU18	28	35	40	25	36	14	29	20
TU180	9	6	10	4	3	5	10	5
TU1800	958	954	1228	901	1110	910	620	569
TU1801	14	22	30	19	27	26	13	8
TU1802	943	956	1104	912	1116	851	685	671
TU1803	1990	1540	1910	1942	2297	1201	1031	966
TU1804	3521	3258	4016	3528	3748	3120	4415	3914
TU1805	1465	1058	1398	1535	1637	770	706	709
TU1806	322	180	336	221	306	108	153	153
TU1807	493	318	686	638	549	442	343	294
TU1808	1922	1454	1723	1611	1723	1369	1166	1035
TU1809	34	39	38	24	23	64	58	32
TU181	508	469	590	485	542	355	300	267
TU1810	380	338	519	367	477	336	307	281
TU1811	2670	2261	2975	2730	2776	2222	2073	1997
TU1812	81	42	67	35	57	40	49	41
TU1813	58	37	47	31	48	30	36	24
TU1814	31	13	27	22	25	12	20	21
TU1815	1195	1349	713	422	544	711	1057	920
TU1816	687	915	662	632	691	655	723	560
TU1817	362	297	387	375	405	372	372	265
TU1818	2465	2385	2477	2037	1933	3272	3442	2931
TU1819	184	85	134	121	145	108	134	144
TU182	260	179	241	189	248	184	119	150
TU1820	98	61	79	68	71	26	28	49
TU1821	204	173	236	156	186	161	139	146
TU1822	29	33	32	9	15	8	22	20
TU1823	157	110	140	142	135	62	95	92
TU1824	201	193	215	193	217	202	152	143
TU1825	2127	1336	2399	2030	2219	1335	2029	2052
TU1826	48	29	49	35	43	48	23	28
TU1827	1450	1542	1584	1938	2319	1228	1025	741
TU1828	254	303	256	149	164	244	149	109
TU1829	839	665	1016	876	905	722	756	531
TU183	832	641	840	752	775	712	1046	573
TU1830	66	36	52	21	65	29	27	31
TU1831	1171	1002	1491	1061	1318	1021	859	1018
TU1832	784	678	758	638	798	621	600	559
TU1833	51	53	85	67	67	81	92	75
TU1834	2409	2310	2235	2246	2483	1882	2087	2146
TU1835	123	106	186	116	134	179	152	136
TU1836	17	15	15	11	11	9	17	15
TU1837	383	277	425	285	375	300	296	259
TU1838	11	6	10	11	9	0	10	13
TU1839	6	18	13	13	9	6	8	13
TU184	635	555	678	537	651	535	606	537
TU1840	202	201	187	174	186	391	406	313
TU1841	618	306	510	399	441	248	462	324
TU1842	65	75	79	99	86	99	106	104
TU1843	30	24	26	17	32	21	37	18
TU1844	15	4	14	3	16	8	14	1
TU1845	676	574	763	833	947	554	480	452
TU1846	132	138	220	164	165	94	180	121
TU1847	301	301	250	495	863	185	182	313
TU1848	308	257	293	345	537	183	237	286
TU1849	1349	1572	1696	1320	1394	1306	987	842
TU185	57	89	77	36	40	82	44	49
TU1850	13	26	10	12	28	22	4	3
TU1851	16	9	15	5	8	11	7	13
TU1852	838	1005	1038	752	856	839	676	664
TU1853	598	546	673	515	567	507	457	389
TU1854	1073	828	1145	1042	1245	650	941	734
TU1855	35	31	32	6	34	17	24	18
TU1856	18	12	20	13	22	4	16	14
TU1857	880	674	908	867	932	717	460	521
TU1858	59	41	102	111	104	48	34	29
TU1859	438	485	547	445	505	496	349	305
TU186	2405	2332	2751	2211	2695	2104	1551	1361
TU1860	1134	1059	1185	1030	1256	1724	1105	920
TU1861	116	88	113	61	79	110	92	83
TU1862	750	781	487	453	552	611	974	588
TU1863	36	27	23	25	30	28	32	25
TU1864	158	66	149	114	140	58	87	80
TU1865	247	208	317	280	305	201	220	175
TU1866	595	556	831	723	772	591	563	475
TU1867	1627	1333	2023	1802	2083	1072	1391	1161
TU1868	112	106	142	76	114	112	143	118
TU1869	269	283	308	328	377	227	190	198
TU187	32	36	59	41	28	29	42	33
TU1870	19	14	28	16	26	24	20	5
TU1871	32	23	39	14	35	19	14	14
TU1872	1708	1566	1828	1564	1537	1518	1367	1224
TU1873	1106	976	1382	954	1359	763	585	645
TU1874	148	139	143	146	171	71	122	104
TU1875	1244	782	1142	1052	1127	711	819	722
TU1876	824	685	876	752	962	592	563	541
TU1877	74	45	44	32	45	40	40	40
TU1878	1559	1783	1872	1346	1446	1907	1293	1072
TU1879	50	41	58	62	79	39	43	43
TU188	1928	1712	2027	1704	1883	1542	1625	1290
TU1880	37	76	95	45	45	76	62	35
TU1881	318	231	258	214	281	104	182	132
TU1882	111	80	105	56	75	69	99	62
TU1883	10	6	15	7	13	5	1	3
TU1884	7801	5164	10723	11132	7756	5329	5036	4255
TU1885	195	224	313	118	132	325	177	173
TU1886	2986	2445	3026	3291	3626	1828	1975	1947
TU1887	0	0	0	0	0	0	0	0
TU1888	665	436	672	635	754	259	396	503
TU1889	253	307	266	207	277	253	194	154
TU189	108	94	95	86	75	97	82	84
TU1890	442	312	480	282	449	260	319	301
TU1891	3074	1799	2621	1741	2223	1612	2294	2140
TU1892	1969	2058	2378	1997	1961	1482	1684	1394
TU1893	11	12	12	12	19	15	14	5
TU1894	85	82	102	96	103	71	90	75
TU1895	261	192	218	239	261	183	248	166
TU1896	351	434	412	187	268	396	260	253
TU1897	108	79	114	79	88	54	93	87
TU1898	8044	6385	8536	8951	9328	4638	5136	4870
TU1899	21	17	7	10	20	9	11	8
TU19	6	6	1	7	2	11	6	6
TU190	597	466	591	408	444	440	411	320
TU1900	61	50	90	67	48	55	57	43
TU1901	836	849	705	598	687	464	499	419
TU1902	118	104	138	111	146	148	141	111
TU1903	1369	1893	2027	1072	1017	3490	1740	1396
TU1904	8513	6970	9619	4863	7157	5060	5880	4926
TU1905	478	464	477	432	477	748	322	297
TU1906	585	518	524	631	786	350	360	408
TU1907	12	14	6	5	7	18	4	5
TU1908	22	11	19	30	21	18	20	18
TU1909	662	518	673	664	891	439	380	367
TU191	3612	2863	3709	3659	4319	2927	3374	2646
TU1910	1501	1166	1373	999	1254	1027	973	818
TU1911	2202	1960	2384	1898	2020	1752	1521	1370
TU1912	51	32	68	37	54	35	32	52
TU1913	41	14	24	42	50	24	35	30
TU1914	96	123	132	110	139	59	96	66
TU1915	571	580	666	597	672	607	459	383
TU1916	30	78	41	20	40	40	35	37
TU1917	109	83	160	128	135	64	72	62
TU1918	2664	2484	2820	2614	3331	2432	2098	2142
TU1919	189	186	161	122	160	186	192	90
TU192	218	137	201	143	105	97	138	95
TU1920	55	47	64	36	26	47	70	49
TU1921	267	254	284	249	300	233	226	161
TU1922	231	208	263	220	242	198	159	158
TU1923	97	90	89	60	86	78	103	52
TU1924	39	27	40	34	47	34	20	39
TU1925	263	245	293	262	305	210	185	178
TU1926	1095	1075	1250	947	969	1191	861	754
TU1927	2374	2315	2758	2464	2653	1772	1889	1688
TU1928	7	14	15	12	22	3	22	6
TU1929	3533	2520	3966	3645	4633	2374	2599	2352
TU193	34	34	35	31	49	35	40	27
TU1930	512	394	557	423	502	277	427	370
TU1931	8	2	2	1	7	11	1	0
TU1932	0	0	0	0	0	0	0	0
TU1933	2991	2963	3306	2686	2995	2626	2330	1988
TU1934	891	683	975	989	1401	579	700	637
TU1935	263	202	310	268	272	161	220	163
TU1936	238	201	317	208	246	254	179	133
TU1937	42	54	81	45	59	54	40	21
TU1938	2421	2320	3006	2045	2854	2521	2321	2385
TU1939	8	9	13	11	23	10	11	4
TU194	247	191	235	161	242	120	154	158
TU1940	79	39	45	55	89	42	28	28
TU1941	39	28	43	22	20	17	22	23
TU1942	1742	1877	2125	1753	2188	1675	1293	1155
TU1943	150	104	222	217	203	129	120	105
TU1944	640	422	493	352	400	256	666	540
TU1945	6219	5889	7493	5835	6459	5971	5917	4761
TU1946	3190	2844	3917	3299	3665	2716	3151	2310
TU1947	435	481	447	296	362	315	345	293
TU1948	51	31	50	39	68	36	36	38
TU1949	111	99	139	98	85	170	86	83
TU195	2172	1660	2772	2549	2360	2519	1327	1143
TU1950	72	62	77	52	83	36	37	38
TU1951	735	695	820	564	758	855	950	729
TU1952	2344	2214	2735	2575	3195	1616	1501	1396
TU1953	41	18	23	22	31	16	25	18
TU1954	7547	6850	9160	9029	9229	6675	6307	5317
TU1955	24	22	39	30	35	45	33	10
TU1956	90	42	84	68	91	46	30	39
TU1957	420	401	533	553	682	399	343	292
TU1958	29	13	21	36	44	10	16	14
TU1959	143	127	133	117	133	177	104	97
TU196	385	322	467	522	579	257	249	262
TU1960	1438	1690	2001	1443	1695	1431	1086	915
TU1961	46766	35532	41264	25177	44657	67857	72385	48372
TU1962	2278	2122	2616	2257	2512	1738	1651	1617
TU1963	58	41	46	59	55	44	27	31
TU1964	85	91	86	60	86	105	72	81
TU1965	447	412	454	231	344	669	722	517
TU1966	51	60	84	35	58	52	56	35
TU1967	13	10	13	24	29	8	12	0
TU1968	420	456	568	403	526	342	258	310
TU1969	578	392	576	429	620	277	306	383
TU197	355	245	334	251	307	198	205	201
TU1970	416	474	480	327	421	430	279	266
TU1971	9	10	16	9	35	10	12	8
TU1972	1938	1896	2183	1650	1901	1624	1410	1193
TU1973	2431	1902	2455	2284	2631	2111	1876	1316
TU1974	81	50	79	53	53	45	60	38
TU1975	31	15	43	23	27	7	12	6
TU1976	155	113	162	122	134	117	129	105
TU1977	92	79	75	72	89	74	71	76
TU1978	1036	954	1111	987	1032	1173	1128	830
TU1979	67	58	47	38	75	34	39	37
TU198	2271	1719	2540	2275	2603	1548	1707	1566
TU1980	430	352	419	392	446	343	328	293
TU1981	118	140	129	98	109	130	84	76
TU1982	8645	10150	6153	3341	5840	2301	3982	3549
TU1983	462	286	766	774	764	400	304	321
TU1984	63	50	74	61	72	46	42	46
TU1985	1341	1132	1503	1064	1250	1169	1112	1081
TU1986	16977	15363	17374	14869	16823	18424	12779	11239
TU1987	1299	1129	1675	673	878	1642	1388	1316
TU1988	193	263	315	210	223	247	259	239
TU1989	47	16	31	22	27	16	43	39
TU199	406	434	512	387	428	310	265	254
TU1990	15	18	24	18	26	17	22	13
TU1991	71	39	51	78	75	34	35	29
TU1992	74	61	86	69	68	46	42	61
TU1993	53	51	82	60	75	64	20	25
TU1994	952	674	990	936	1253	519	471	531
TU1995	74	41	96	73	128	57	19	30
TU1996	57	51	76	61	105	51	58	64
TU1997	10	8	15	20	11	9	3	6
TU1998	15	16	8	17	17	12	5	10
TU1999	1182	1011	1229	1037	1108	796	1328	1084
TU2	212	190	342	233	329	276	157	129
TU20	141	76	136	100	109	100	79	82
TU200	22	55	57	15	35	42	19	24
TU2000	272	238	228	183	241	247	493	434
TU2001	1155	972	1328	1194	1203	793	709	759
TU2002	0	1	0	2	2	0	0	1
TU2003	1411	1199	1338	1493	1983	658	946	820
TU2004	308	203	310	247	291	181	313	284
TU2005	22	28	27	30	30	25	10	7
TU2006	743	808	908	824	1081	583	403	376
TU2007	8	3	1	5	6	2	7	3
TU2008	16313	14790	14167	14648	17052	8548	11492	10485
TU2009	1541	1297	1482	1719	1998	984	984	879
TU201	575	592	731	513	674	684	471	364
TU2010	248	200	303	330	384	217	192	175
TU2011	1287	1042	1399	1597	1483	825	651	784
TU2012	1965	2062	2469	2109	2343	1825	1735	1737
TU2013	1550	1652	1962	1466	1352	2086	1973	1787
TU2014	2608	2217	2134	1325	1908	1818	2544	1907
TU2015	1430	1247	1846	1813	1769	1303	1301	1173
TU2016	581	531	573	555	546	652	579	463
TU2017	51	26	57	46	55	33	39	47
TU2018	781	628	778	747	692	582	631	487
TU2019	36	23	23	13	23	8	27	24
TU202	33	18	35	36	27	42	31	40
TU2020	100	71	96	90	117	70	88	75
TU2021	2	3	0	3	3	0	0	0
TU2022	553	484	579	510	567	568	513	419
TU2023	14	16	28	15	20	27	11	10
TU2024	1254	1272	1597	1282	1196	1311	781	798
TU2025	23	32	38	33	28	55	32	18
TU2026	742	566	943	1008	950	722	413	442
TU2027	5103	4092	4620	4976	5578	3009	3622	2755
TU2028	4336	4353	4533	4360	4932	3702	3497	3047
TU2029	1063	944	1169	938	1094	941	879	692
TU203	7	14	24	14	13	7	10	8
TU2030	199	155	158	161	161	151	224	176
TU2031	96	108	81	83	74	87	42	49
TU2032	604	508	402	297	382	270	469	401
TU2033	614	520	562	652	883	333	381	378
TU2034	1110	1064	1013	975	1144	880	796	700
TU2035	15	15	12	17	19	3	11	4
TU2036	125	138	146	95	118	134	176	118
TU2037	249	273	250	141	209	219	283	190
TU2038	22	15	16	26	21	17	19	19
TU2039	5	4	4	4	6	4	3	8
TU204	72	80	75	64	99	36	56	43
TU2040	808	937	836	690	739	939	582	505
TU2041	2	6	9	6	4	2	9	5
TU2042	21	22	32	18	21	22	26	24
TU2043	61	38	59	59	54	32	50	47
TU2044	380	223	514	481	527	302	163	164
TU2045	384	407	420	319	377	365	291	261
TU2046	601	341	872	1098	894	396	387	350
TU2047	666	602	834	637	809	754	415	452
TU2048	148	102	120	111	83	66	121	110
TU2049	167	217	196	225	231	175	128	125
TU205	35740	38059	40004	37105	39091	35099	30099	22462
TU2050	456	352	542	507	504	338	347	247
TU2051	78	101	81	58	68	98	94	75
TU2052	566	366	601	531	709	443	396	368
TU2053	140	93	99	92	122	127	80	61
TU2054	197	173	209	168	180	199	207	149
TU2055	3	2	2	2	3	6	2	4
TU2056	33175	28513	27717	20669	23338	33079	29548	25248
TU2057	31	24	26	16	35	31	37	26
TU2058	131	126	175	173	189	130	105	77
TU2059	16	30	16	6	15	10	19	15
TU206	198	198	273	139	207	161	194	132
TU2060	36	44	41	11	28	11	23	22
TU2061	155	161	201	172	192	138	94	115
TU2062	196	151	247	267	268	114	146	139
TU2063	1962	1233	1935	2037	2061	1113	1625	1391
TU2064	7	7	1	8	4	1	7	2
TU2065	1614	1535	1818	1576	2034	1614	1254	926
TU2066	1705	1308	1768	1679	2230	1420	1221	1182
TU2067	449	417	576	395	448	341	284	248
TU2068	2196	1939	2468	2117	2270	1725	1764	1452
TU2069	11	16	11	12	16	10	10	4
TU207	61	21	38	51	41	30	55	36
TU2070	4960	4170	6338	5622	4857	5105	5496	4453
TU2071	96	109	88	96	108	110	63	59
TU2072	1581	1244	1449	1480	1747	1017	1362	1173
TU2073	32	17	26	18	23	14	18	21
TU2074	1028	1030	1529	844	993	1195	727	742
TU2075	620	492	716	698	743	474	475	483
TU2076	297	270	375	243	234	233	187	178
TU2077	17	13	12	14	12	10	8	7
TU2078	343	292	481	390	367	365	204	215
TU2079	343	383	397	369	412	246	293	239
TU208	86	59	89	55	85	106	83	71
TU2080	236	260	239	247	300	235	226	204
TU2081	179	94	159	164	179	86	87	101
TU2082	26	22	19	26	26	18	19	11
TU2083	40	27	51	48	38	23	22	30
TU2084	1117	1001	1356	1168	1226	1447	1004	785
TU2085	542	401	526	385	457	291	364	357
TU2086	25	47	54	23	29	60	25	19
TU2087	223	216	223	194	227	203	136	124
TU2088	255	272	312	203	316	276	173	144
TU2089	20	29	40	17	26	34	41	24
TU209	2164	2386	2139	1921	2033	2110	2221	1826
TU2090	847	692	629	639	950	256	317	320
TU2091	8	3	5	11	6	1	5	9
TU2092	46	59	65	51	43	33	59	45
TU2093	8	12	14	4	15	11	3	12
TU2094	8	3	8	14	11	6	3	7
TU2095	1022	1015	1192	874	984	832	800	667
TU2096	29	31	33	24	21	12	26	22
TU2097	103	82	118	81	110	45	72	54
TU2098	2677	2971	2905	2089	2329	3744	2455	1911
TU2099	9	19	21	4	0	15	7	5
TU21	28	20	20	26	21	35	30	33
TU210	80	50	53	84	95	69	57	54
TU2100	486	456	654	512	577	571	434	350
TU2101	15	14	14	9	14	21	15	5
TU2102	551	517	686	565	587	536	380	383
TU2103	297	188	261	247	293	168	181	164
TU2104	555	513	657	478	587	575	535	387
TU2105	507	507	684	573	551	492	355	314
